"AF3","AF3 Mean","AF3 Std","AF3 Max","AF3 Min","F7","F7 Mean","F7 Std","F7 Max","F7 Min","F3","F3 Mean","F3 Std","F3 Max","F3 Min","FC5","FC5 Mean","FC5 Std","FC5 Max","FC5 Min","T7","T7 Mean","T7 Std","T7 Max","T7 Min","P7","P7 Mean","P7 Std","P7 Max","P7 Min","O1","O1 Mean","O1 Std","O1 Max","O1 Min","O2","O2 Mean","O2 Std","O2 Max","O2 Min","P8","P8 Mean","P8 Std","P8 Max","P8 Min","T8","T8 Mean","T8 Std","T8 Max","T8 Min","FC6","FC6 Mean","FC6 Std","FC6 Max","FC6 Min","F4","F4 Mean","F4 Std","F4 Max","F4 Min","F8","F8 Mean","F8 Std","F8 Max","F8 Min","AF4","AF4 Mean","AF4 Std","AF4 Max","AF4 Min","eyeDetection"
4274.87,4298.14,32.38,4466.15,4198.97,4055.38,4007.2,27.22,4154.36,3913.33,4272.82,4261.66,16.22,4349.23,4197.44,4167.69,4120.18,16.9,4191.79,4067.18,4362.56,4339.67,11.99,4397.95,4308.72,4634.87,4618.17,12.92,4672.31,4566.15,4080.0,4070.98,17.71,4138.97,4026.15,4631.79,4614.06,14.4,4672.82,4567.18,4180.51,4199.64,13.81,4255.9,4147.69,4206.15,4229.29,15.01,4288.21,4170.26,4173.33,4199.73,18.34,4271.28,4125.13,4261.54,4276.87,15.09,4332.31,4216.41,4554.87,4603.12,25.54,4716.41,4490.77,4306.15,4358.07,31.88,4491.28,4236.41,0
4273.85,4298.14,32.38,4466.15,4198.97,4056.41,4007.2,27.22,4154.36,3913.33,4270.26,4261.66,16.22,4349.23,4197.44,4170.26,4120.18,16.9,4191.79,4067.18,4367.18,4339.67,11.99,4397.95,4308.72,4635.9,4618.17,12.92,4672.31,4566.15,4078.97,4070.98,17.71,4138.97,4026.15,4631.28,4614.06,14.4,4672.82,4567.18,4186.67,4199.64,13.81,4255.9,4147.69,4202.56,4229.29,15.01,4288.21,4170.26,4171.79,4199.73,18.34,4271.28,4125.13,4266.15,4276.87,15.09,4332.31,4216.41,4554.87,4603.12,25.54,4716.41,4490.77,4309.74,4358.07,31.88,4491.28,4236.41,0
4285.13,4298.14,32.38,4466.15,4198.97,4066.15,4007.2,27.22,4154.36,3913.33,4276.92,4261.66,16.22,4349.23,4197.44,4170.26,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4635.38,4618.17,12.92,4672.31,4566.15,4078.97,4070.98,17.71,4138.97,4026.15,4630.77,4614.06,14.4,4672.82,4567.18,4192.31,4199.64,13.81,4255.9,4147.69,4212.31,4229.29,15.01,4288.21,4170.26,4187.18,4199.73,18.34,4271.28,4125.13,4272.82,4276.87,15.09,4332.31,4216.41,4562.05,4603.12,25.54,4716.41,4490.77,4323.08,4358.07,31.88,4491.28,4236.41,0
4295.9,4298.14,32.38,4466.15,4198.97,4071.79,4007.2,27.22,4154.36,3913.33,4281.03,4261.66,16.22,4349.23,4197.44,4171.28,4120.18,16.9,4191.79,4067.18,4371.28,4339.67,11.99,4397.95,4308.72,4636.41,4618.17,12.92,4672.31,4566.15,4082.05,4070.98,17.71,4138.97,4026.15,4632.31,4614.06,14.4,4672.82,4567.18,4183.59,4199.64,13.81,4255.9,4147.69,4213.85,4229.29,15.01,4288.21,4170.26,4193.33,4199.73,18.34,4271.28,4125.13,4277.95,4276.87,15.09,4332.31,4216.41,4567.18,4603.12,25.54,4716.41,4490.77,4329.23,4358.07,31.88,4491.28,4236.41,0
4296.41,4298.14,32.38,4466.15,4198.97,4070.26,4007.2,27.22,4154.36,3913.33,4280.0,4261.66,16.22,4349.23,4197.44,4177.95,4120.18,16.9,4191.79,4067.18,4366.15,4339.67,11.99,4397.95,4308.72,4632.31,4618.17,12.92,4672.31,4566.15,4077.95,4070.98,17.71,4138.97,4026.15,4638.46,4614.06,14.4,4672.82,4567.18,4184.1,4199.64,13.81,4255.9,4147.69,4210.77,4229.29,15.01,4288.21,4170.26,4188.72,4199.73,18.34,4271.28,4125.13,4278.97,4276.87,15.09,4332.31,4216.41,4567.18,4603.12,25.54,4716.41,4490.77,4323.59,4358.07,31.88,4491.28,4236.41,0
4291.28,4298.14,32.38,4466.15,4198.97,4066.15,4007.2,27.22,4154.36,3913.33,4281.54,4261.66,16.22,4349.23,4197.44,4176.92,4120.18,16.9,4191.79,4067.18,4367.69,4339.67,11.99,4397.95,4308.72,4629.74,4618.17,12.92,4672.31,4566.15,4072.31,4070.98,17.71,4138.97,4026.15,4638.97,4614.06,14.4,4672.82,4567.18,4190.26,4199.64,13.81,4255.9,4147.69,4215.38,4229.29,15.01,4288.21,4170.26,4190.26,4199.73,18.34,4271.28,4125.13,4274.87,4276.87,15.09,4332.31,4216.41,4568.72,4603.12,25.54,4716.41,4490.77,4321.03,4358.07,31.88,4491.28,4236.41,0
4292.31,4298.14,32.38,4466.15,4198.97,4062.56,4007.2,27.22,4154.36,3913.33,4280.51,4261.66,16.22,4349.23,4197.44,4168.72,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4638.46,4618.17,12.92,4672.31,4566.15,4078.97,4070.98,17.71,4138.97,4026.15,4637.44,4614.06,14.4,4672.82,4567.18,4190.77,4199.64,13.81,4255.9,4147.69,4222.56,4229.29,15.01,4288.21,4170.26,4194.36,4199.73,18.34,4271.28,4125.13,4271.28,4276.87,15.09,4332.31,4216.41,4573.33,4603.12,25.54,4716.41,4490.77,4324.62,4358.07,31.88,4491.28,4236.41,0
4295.38,4298.14,32.38,4466.15,4198.97,4064.1,4007.2,27.22,4154.36,3913.33,4278.46,4261.66,16.22,4349.23,4197.44,4169.74,4120.18,16.9,4191.79,4067.18,4374.87,4339.67,11.99,4397.95,4308.72,4647.18,4618.17,12.92,4672.31,4566.15,4086.15,4070.98,17.71,4138.97,4026.15,4646.67,4614.06,14.4,4672.82,4567.18,4203.59,4199.64,13.81,4255.9,4147.69,4227.69,4229.29,15.01,4288.21,4170.26,4195.9,4199.73,18.34,4271.28,4125.13,4276.41,4276.87,15.09,4332.31,4216.41,4579.49,4603.12,25.54,4716.41,4490.77,4327.69,4358.07,31.88,4491.28,4236.41,0
4289.74,4298.14,32.38,4466.15,4198.97,4066.67,4007.2,27.22,4154.36,3913.33,4280.0,4261.66,16.22,4349.23,4197.44,4173.85,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4645.13,4618.17,12.92,4672.31,4566.15,4082.05,4070.98,17.71,4138.97,4026.15,4653.85,4614.06,14.4,4672.82,4567.18,4211.28,4199.64,13.81,4255.9,4147.69,4227.18,4229.29,15.01,4288.21,4170.26,4194.87,4199.73,18.34,4271.28,4125.13,4282.05,4276.87,15.09,4332.31,4216.41,4580.0,4603.12,25.54,4716.41,4490.77,4326.67,4358.07,31.88,4491.28,4236.41,0
4282.56,4298.14,32.38,4466.15,4198.97,4061.03,4007.2,27.22,4154.36,3913.33,4277.95,4261.66,16.22,4349.23,4197.44,4169.74,4120.18,16.9,4191.79,4067.18,4366.67,4339.67,11.99,4397.95,4308.72,4642.05,4618.17,12.92,4672.31,4566.15,4075.9,4070.98,17.71,4138.97,4026.15,4645.13,4614.06,14.4,4672.82,4567.18,4197.95,4199.64,13.81,4255.9,4147.69,4222.56,4229.29,15.01,4288.21,4170.26,4193.33,4199.73,18.34,4271.28,4125.13,4278.46,4276.87,15.09,4332.31,4216.41,4572.82,4603.12,25.54,4716.41,4490.77,4320.0,4358.07,31.88,4491.28,4236.41,0
4281.54,4298.14,32.38,4466.15,4198.97,4054.87,4007.2,27.22,4154.36,3913.33,4277.44,4261.66,16.22,4349.23,4197.44,4167.69,4120.18,16.9,4191.79,4067.18,4362.56,4339.67,11.99,4397.95,4308.72,4641.03,4618.17,12.92,4672.31,4566.15,4075.9,4070.98,17.71,4138.97,4026.15,4637.44,4614.06,14.4,4672.82,4567.18,4192.31,4199.64,13.81,4255.9,4147.69,4217.44,4229.29,15.01,4288.21,4170.26,4186.67,4199.73,18.34,4271.28,4125.13,4270.26,4276.87,15.09,4332.31,4216.41,4564.62,4603.12,25.54,4716.41,4490.77,4312.31,4358.07,31.88,4491.28,4236.41,0
4281.03,4298.14,32.38,4466.15,4198.97,4056.41,4007.2,27.22,4154.36,3913.33,4276.41,4261.66,16.22,4349.23,4197.44,4170.77,4120.18,16.9,4191.79,4067.18,4364.1,4339.67,11.99,4397.95,4308.72,4635.38,4618.17,12.92,4672.31,4566.15,4075.38,4070.98,17.71,4138.97,4026.15,4634.87,4614.06,14.4,4672.82,4567.18,4189.74,4199.64,13.81,4255.9,4147.69,4208.21,4229.29,15.01,4288.21,4170.26,4178.46,4199.73,18.34,4271.28,4125.13,4266.15,4276.87,15.09,4332.31,4216.41,4558.46,4603.12,25.54,4716.41,4490.77,4309.74,4358.07,31.88,4491.28,4236.41,0
4276.41,4298.14,32.38,4466.15,4198.97,4053.33,4007.2,27.22,4154.36,3913.33,4267.18,4261.66,16.22,4349.23,4197.44,4170.77,4120.18,16.9,4191.79,4067.18,4364.62,4339.67,11.99,4397.95,4308.72,4629.74,4618.17,12.92,4672.31,4566.15,4071.28,4070.98,17.71,4138.97,4026.15,4625.64,4614.06,14.4,4672.82,4567.18,4176.41,4199.64,13.81,4255.9,4147.69,4201.54,4229.29,15.01,4288.21,4170.26,4175.38,4199.73,18.34,4271.28,4125.13,4260.51,4276.87,15.09,4332.31,4216.41,4556.41,4603.12,25.54,4716.41,4490.77,4303.08,4358.07,31.88,4491.28,4236.41,0
4269.74,4298.14,32.38,4466.15,4198.97,4046.67,4007.2,27.22,4154.36,3913.33,4260.0,4261.66,16.22,4349.23,4197.44,4169.23,4120.18,16.9,4191.79,4067.18,4363.59,4339.67,11.99,4397.95,4308.72,4630.26,4618.17,12.92,4672.31,4566.15,4069.74,4070.98,17.71,4138.97,4026.15,4622.56,4614.06,14.4,4672.82,4567.18,4180.51,4199.64,13.81,4255.9,4147.69,4202.56,4229.29,15.01,4288.21,4170.26,4176.41,4199.73,18.34,4271.28,4125.13,4255.9,4276.87,15.09,4332.31,4216.41,4554.87,4603.12,25.54,4716.41,4490.77,4295.38,4358.07,31.88,4491.28,4236.41,0
4269.74,4298.14,32.38,4466.15,4198.97,4049.23,4007.2,27.22,4154.36,3913.33,4262.05,4261.66,16.22,4349.23,4197.44,4169.23,4120.18,16.9,4191.79,4067.18,4368.72,4339.67,11.99,4397.95,4308.72,4632.31,4618.17,12.92,4672.31,4566.15,4074.87,4070.98,17.71,4138.97,4026.15,4631.28,4614.06,14.4,4672.82,4567.18,4196.92,4199.64,13.81,4255.9,4147.69,4209.23,4229.29,15.01,4288.21,4170.26,4178.97,4199.73,18.34,4271.28,4125.13,4262.56,4276.87,15.09,4332.31,4216.41,4556.92,4603.12,25.54,4716.41,4490.77,4300.0,4358.07,31.88,4491.28,4236.41,0
4274.87,4298.14,32.38,4466.15,4198.97,4053.85,4007.2,27.22,4154.36,3913.33,4264.1,4261.66,16.22,4349.23,4197.44,4171.28,4120.18,16.9,4191.79,4067.18,4373.33,4339.67,11.99,4397.95,4308.72,4633.85,4618.17,12.92,4672.31,4566.15,4077.95,4070.98,17.71,4138.97,4026.15,4634.36,4614.06,14.4,4672.82,4567.18,4192.31,4199.64,13.81,4255.9,4147.69,4214.36,4229.29,15.01,4288.21,4170.26,4180.51,4199.73,18.34,4271.28,4125.13,4266.15,4276.87,15.09,4332.31,4216.41,4561.54,4603.12,25.54,4716.41,4490.77,4306.15,4358.07,31.88,4491.28,4236.41,0
4274.87,4298.14,32.38,4466.15,4198.97,4049.74,4007.2,27.22,4154.36,3913.33,4262.56,4261.66,16.22,4349.23,4197.44,4165.64,4120.18,16.9,4191.79,4067.18,4369.23,4339.67,11.99,4397.95,4308.72,4635.9,4618.17,12.92,4672.31,4566.15,4074.87,4070.98,17.71,4138.97,4026.15,4627.18,4614.06,14.4,4672.82,4567.18,4180.51,4199.64,13.81,4255.9,4147.69,4210.26,4229.29,15.01,4288.21,4170.26,4178.97,4199.73,18.34,4271.28,4125.13,4256.41,4276.87,15.09,4332.31,4216.41,4560.51,4603.12,25.54,4716.41,4490.77,4297.44,4358.07,31.88,4491.28,4236.41,0
4268.72,4298.14,32.38,4466.15,4198.97,4044.62,4007.2,27.22,4154.36,3913.33,4256.41,4261.66,16.22,4349.23,4197.44,4155.38,4120.18,16.9,4191.79,4067.18,4362.05,4339.67,11.99,4397.95,4308.72,4638.46,4618.17,12.92,4672.31,4566.15,4075.38,4070.98,17.71,4138.97,4026.15,4629.23,4614.06,14.4,4672.82,4567.18,4189.23,4199.64,13.81,4255.9,4147.69,4205.64,4229.29,15.01,4288.21,4170.26,4175.38,4199.73,18.34,4271.28,4125.13,4252.82,4276.87,15.09,4332.31,4216.41,4552.31,4603.12,25.54,4716.41,4490.77,4291.79,4358.07,31.88,4491.28,4236.41,0
4268.72,4298.14,32.38,4466.15,4198.97,4044.62,4007.2,27.22,4154.36,3913.33,4251.79,4261.66,16.22,4349.23,4197.44,4151.28,4120.18,16.9,4191.79,4067.18,4359.49,4339.67,11.99,4397.95,4308.72,4636.92,4618.17,12.92,4672.31,4566.15,4077.44,4070.98,17.71,4138.97,4026.15,4637.95,4614.06,14.4,4672.82,4567.18,4199.49,4199.64,13.81,4255.9,4147.69,4214.36,4229.29,15.01,4288.21,4170.26,4176.41,4199.73,18.34,4271.28,4125.13,4263.59,4276.87,15.09,4332.31,4216.41,4551.79,4603.12,25.54,4716.41,4490.77,4305.13,4358.07,31.88,4491.28,4236.41,0
4276.41,4298.14,32.38,4466.15,4198.97,4046.15,4007.2,27.22,4154.36,3913.33,4258.46,4261.66,16.22,4349.23,4197.44,4153.85,4120.18,16.9,4191.79,4067.18,4366.67,4339.67,11.99,4397.95,4308.72,4633.85,4618.17,12.92,4672.31,4566.15,4074.36,4070.98,17.71,4138.97,4026.15,4638.46,4614.06,14.4,4672.82,4567.18,4198.46,4199.64,13.81,4255.9,4147.69,4220.51,4229.29,15.01,4288.21,4170.26,4181.54,4199.73,18.34,4271.28,4125.13,4271.79,4276.87,15.09,4332.31,4216.41,4562.05,4603.12,25.54,4716.41,4490.77,4315.38,4358.07,31.88,4491.28,4236.41,0
4282.05,4298.14,32.38,4466.15,4198.97,4047.69,4007.2,27.22,4154.36,3913.33,4265.13,4261.66,16.22,4349.23,4197.44,4153.33,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4637.95,4618.17,12.92,4672.31,4566.15,4075.9,4070.98,17.71,4138.97,4026.15,4633.33,4614.06,14.4,4672.82,4567.18,4192.31,4199.64,13.81,4255.9,4147.69,4214.87,4229.29,15.01,4288.21,4170.26,4184.1,4199.73,18.34,4271.28,4125.13,4270.77,4276.87,15.09,4332.31,4216.41,4565.13,4603.12,25.54,4716.41,4490.77,4312.31,4358.07,31.88,4491.28,4236.41,0
4285.13,4298.14,32.38,4466.15,4198.97,4047.18,4007.2,27.22,4154.36,3913.33,4263.08,4261.66,16.22,4349.23,4197.44,4150.26,4120.18,16.9,4191.79,4067.18,4368.72,4339.67,11.99,4397.95,4308.72,4643.59,4618.17,12.92,4672.31,4566.15,4082.05,4070.98,17.71,4138.97,4026.15,4633.33,4614.06,14.4,4672.82,4567.18,4189.23,4199.64,13.81,4255.9,4147.69,4213.85,4229.29,15.01,4288.21,4170.26,4184.1,4199.73,18.34,4271.28,4125.13,4268.72,4276.87,15.09,4332.31,4216.41,4561.03,4603.12,25.54,4716.41,4490.77,4313.85,4358.07,31.88,4491.28,4236.41,0
4288.72,4298.14,32.38,4466.15,4198.97,4045.64,4007.2,27.22,4154.36,3913.33,4263.59,4261.66,16.22,4349.23,4197.44,4152.31,4120.18,16.9,4191.79,4067.18,4363.59,4339.67,11.99,4397.95,4308.72,4641.03,4618.17,12.92,4672.31,4566.15,4084.62,4070.98,17.71,4138.97,4026.15,4637.95,4614.06,14.4,4672.82,4567.18,4193.33,4199.64,13.81,4255.9,4147.69,4218.46,4229.29,15.01,4288.21,4170.26,4186.67,4199.73,18.34,4271.28,4125.13,4269.74,4276.87,15.09,4332.31,4216.41,4564.62,4603.12,25.54,4716.41,4490.77,4318.97,4358.07,31.88,4491.28,4236.41,0
4287.69,4298.14,32.38,4466.15,4198.97,4046.15,4007.2,27.22,4154.36,3913.33,4260.0,4261.66,16.22,4349.23,4197.44,4149.23,4120.18,16.9,4191.79,4067.18,4366.15,4339.67,11.99,4397.95,4308.72,4638.46,4618.17,12.92,4672.31,4566.15,4082.05,4070.98,17.71,4138.97,4026.15,4638.46,4614.06,14.4,4672.82,4567.18,4194.36,4199.64,13.81,4255.9,4147.69,4214.87,4229.29,15.01,4288.21,4170.26,4189.23,4199.73,18.34,4271.28,4125.13,4267.69,4276.87,15.09,4332.31,4216.41,4567.18,4603.12,25.54,4716.41,4490.77,4315.9,4358.07,31.88,4491.28,4236.41,0
4286.15,4298.14,32.38,4466.15,4198.97,4046.67,4007.2,27.22,4154.36,3913.33,4252.82,4261.66,16.22,4349.23,4197.44,4143.08,4120.18,16.9,4191.79,4067.18,4369.23,4339.67,11.99,4397.95,4308.72,4645.13,4618.17,12.92,4672.31,4566.15,4083.59,4070.98,17.71,4138.97,4026.15,4636.92,4614.06,14.4,4672.82,4567.18,4192.31,4199.64,13.81,4255.9,4147.69,4208.21,4229.29,15.01,4288.21,4170.26,4186.15,4199.73,18.34,4271.28,4125.13,4263.08,4276.87,15.09,4332.31,4216.41,4562.05,4603.12,25.54,4716.41,4490.77,4311.28,4358.07,31.88,4491.28,4236.41,0
4292.31,4298.14,32.38,4466.15,4198.97,4049.23,4007.2,27.22,4154.36,3913.33,4258.97,4261.66,16.22,4349.23,4197.44,4147.69,4120.18,16.9,4191.79,4067.18,4372.82,4339.67,11.99,4397.95,4308.72,4648.72,4618.17,12.92,4672.31,4566.15,4088.21,4070.98,17.71,4138.97,4026.15,4641.54,4614.06,14.4,4672.82,4567.18,4202.05,4199.64,13.81,4255.9,4147.69,4217.95,4229.29,15.01,4288.21,4170.26,4190.26,4199.73,18.34,4271.28,4125.13,4264.1,4276.87,15.09,4332.31,4216.41,4565.13,4603.12,25.54,4716.41,4490.77,4320.0,4358.07,31.88,4491.28,4236.41,0
4302.56,4298.14,32.38,4466.15,4198.97,4056.92,4007.2,27.22,4154.36,3913.33,4269.74,4261.66,16.22,4349.23,4197.44,4155.9,4120.18,16.9,4191.79,4067.18,4378.97,4339.67,11.99,4397.95,4308.72,4642.05,4618.17,12.92,4672.31,4566.15,4086.15,4070.98,17.71,4138.97,4026.15,4642.05,4614.06,14.4,4672.82,4567.18,4209.23,4199.64,13.81,4255.9,4147.69,4235.38,4229.29,15.01,4288.21,4170.26,4204.62,4199.73,18.34,4271.28,4125.13,4270.26,4276.87,15.09,4332.31,4216.41,4579.49,4603.12,25.54,4716.41,4490.77,4327.69,4358.07,31.88,4491.28,4236.41,0
4301.03,4298.14,32.38,4466.15,4198.97,4059.49,4007.2,27.22,4154.36,3913.33,4267.18,4261.66,16.22,4349.23,4197.44,4154.87,4120.18,16.9,4191.79,4067.18,4373.85,4339.67,11.99,4397.95,4308.72,4636.92,4618.17,12.92,4672.31,4566.15,4081.03,4070.98,17.71,4138.97,4026.15,4636.41,4614.06,14.4,4672.82,4567.18,4206.15,4199.64,13.81,4255.9,4147.69,4237.95,4229.29,15.01,4288.21,4170.26,4208.21,4199.73,18.34,4271.28,4125.13,4274.36,4276.87,15.09,4332.31,4216.41,4584.1,4603.12,25.54,4716.41,4490.77,4323.08,4358.07,31.88,4491.28,4236.41,0
4292.82,4298.14,32.38,4466.15,4198.97,4048.72,4007.2,27.22,4154.36,3913.33,4261.54,4261.66,16.22,4349.23,4197.44,4148.72,4120.18,16.9,4191.79,4067.18,4364.62,4339.67,11.99,4397.95,4308.72,4637.95,4618.17,12.92,4672.31,4566.15,4085.64,4070.98,17.71,4138.97,4026.15,4641.54,4614.06,14.4,4672.82,4567.18,4206.67,4199.64,13.81,4255.9,4147.69,4231.28,4229.29,15.01,4288.21,4170.26,4202.05,4199.73,18.34,4271.28,4125.13,4273.33,4276.87,15.09,4332.31,4216.41,4579.49,4603.12,25.54,4716.41,4490.77,4324.62,4358.07,31.88,4491.28,4236.41,0
4291.28,4298.14,32.38,4466.15,4198.97,4044.1,4007.2,27.22,4154.36,3913.33,4263.59,4261.66,16.22,4349.23,4197.44,4142.56,4120.18,16.9,4191.79,4067.18,4365.64,4339.67,11.99,4397.95,4308.72,4637.44,4618.17,12.92,4672.31,4566.15,4088.72,4070.98,17.71,4138.97,4026.15,4643.08,4614.06,14.4,4672.82,4567.18,4197.95,4199.64,13.81,4255.9,4147.69,4226.67,4229.29,15.01,4288.21,4170.26,4200.0,4199.73,18.34,4271.28,4125.13,4270.26,4276.87,15.09,4332.31,4216.41,4581.03,4603.12,25.54,4716.41,4490.77,4330.77,4358.07,31.88,4491.28,4236.41,0
4285.64,4298.14,32.38,4466.15,4198.97,4043.08,4007.2,27.22,4154.36,3913.33,4260.0,4261.66,16.22,4349.23,4197.44,4137.44,4120.18,16.9,4191.79,4067.18,4364.62,4339.67,11.99,4397.95,4308.72,4634.87,4618.17,12.92,4672.31,4566.15,4081.54,4070.98,17.71,4138.97,4026.15,4626.15,4614.06,14.4,4672.82,4567.18,4179.49,4199.64,13.81,4255.9,4147.69,4216.41,4229.29,15.01,4288.21,4170.26,4186.15,4199.73,18.34,4271.28,4125.13,4264.62,4276.87,15.09,4332.31,4216.41,4565.64,4603.12,25.54,4716.41,4490.77,4313.33,4358.07,31.88,4491.28,4236.41,0
4269.23,4298.14,32.38,4466.15,4198.97,4029.23,4007.2,27.22,4154.36,3913.33,4248.72,4261.66,16.22,4349.23,4197.44,4136.41,4120.18,16.9,4191.79,4067.18,4360.51,4339.67,11.99,4397.95,4308.72,4635.38,4618.17,12.92,4672.31,4566.15,4081.03,4070.98,17.71,4138.97,4026.15,4620.0,4614.06,14.4,4672.82,4567.18,4180.51,4199.64,13.81,4255.9,4147.69,4205.13,4229.29,15.01,4288.21,4170.26,4169.74,4199.73,18.34,4271.28,4125.13,4255.38,4276.87,15.09,4332.31,4216.41,4538.46,4603.12,25.54,4716.41,4490.77,4292.82,4358.07,31.88,4491.28,4236.41,0
4266.15,4298.14,32.38,4466.15,4198.97,4019.49,4007.2,27.22,4154.36,3913.33,4247.18,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4361.54,4339.67,11.99,4397.95,4308.72,4636.92,4618.17,12.92,4672.31,4566.15,4084.62,4070.98,17.71,4138.97,4026.15,4628.72,4614.06,14.4,4672.82,4567.18,4193.85,4199.64,13.81,4255.9,4147.69,4211.28,4229.29,15.01,4288.21,4170.26,4179.49,4199.73,18.34,4271.28,4125.13,4251.28,4276.87,15.09,4332.31,4216.41,4550.77,4603.12,25.54,4716.41,4490.77,4312.31,4358.07,31.88,4491.28,4236.41,0
4285.64,4298.14,32.38,4466.15,4198.97,4025.64,4007.2,27.22,4154.36,3913.33,4255.9,4261.66,16.22,4349.23,4197.44,4133.85,4120.18,16.9,4191.79,4067.18,4362.05,4339.67,11.99,4397.95,4308.72,4634.87,4618.17,12.92,4672.31,4566.15,4076.92,4070.98,17.71,4138.97,4026.15,4629.74,4614.06,14.4,4672.82,4567.18,4196.41,4199.64,13.81,4255.9,4147.69,4225.64,4229.29,15.01,4288.21,4170.26,4201.03,4199.73,18.34,4271.28,4125.13,4261.03,4276.87,15.09,4332.31,4216.41,4591.79,4603.12,25.54,4716.41,4490.77,4345.64,4358.07,31.88,4491.28,4236.41,0
4297.95,4298.14,32.38,4466.15,4198.97,4023.08,4007.2,27.22,4154.36,3913.33,4260.0,4261.66,16.22,4349.23,4197.44,4135.38,4120.18,16.9,4191.79,4067.18,4357.95,4339.67,11.99,4397.95,4308.72,4634.36,4618.17,12.92,4672.31,4566.15,4072.82,4070.98,17.71,4138.97,4026.15,4631.28,4614.06,14.4,4672.82,4567.18,4197.95,4199.64,13.81,4255.9,4147.69,4231.79,4229.29,15.01,4288.21,4170.26,4210.26,4199.73,18.34,4271.28,4125.13,4273.33,4276.87,15.09,4332.31,4216.41,4614.36,4603.12,25.54,4716.41,4490.77,4354.36,4358.07,31.88,4491.28,4236.41,0
4301.54,4298.14,32.38,4466.15,4198.97,4008.21,4007.2,27.22,4154.36,3913.33,4266.67,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4359.49,4339.67,11.99,4397.95,4308.72,4640.0,4618.17,12.92,4672.31,4566.15,4083.59,4070.98,17.71,4138.97,4026.15,4641.54,4614.06,14.4,4672.82,4567.18,4206.67,4199.64,13.81,4255.9,4147.69,4237.44,4229.29,15.01,4288.21,4170.26,4220.0,4199.73,18.34,4271.28,4125.13,4283.59,4276.87,15.09,4332.31,4216.41,4624.62,4603.12,25.54,4716.41,4490.77,4364.62,4358.07,31.88,4491.28,4236.41,0
4314.87,4298.14,32.38,4466.15,4198.97,4006.67,4007.2,27.22,4154.36,3913.33,4279.49,4261.66,16.22,4349.23,4197.44,4134.87,4120.18,16.9,4191.79,4067.18,4364.62,4339.67,11.99,4397.95,4308.72,4646.15,4618.17,12.92,4672.31,4566.15,4093.33,4070.98,17.71,4138.97,4026.15,4650.77,4614.06,14.4,4672.82,4567.18,4220.0,4199.64,13.81,4255.9,4147.69,4250.26,4229.29,15.01,4288.21,4170.26,4237.44,4199.73,18.34,4271.28,4125.13,4296.92,4276.87,15.09,4332.31,4216.41,4642.56,4603.12,25.54,4716.41,4490.77,4383.08,4358.07,31.88,4491.28,4236.41,0
4320.0,4298.14,32.38,4466.15,4198.97,4008.21,4007.2,27.22,4154.36,3913.33,4282.56,4261.66,16.22,4349.23,4197.44,4135.38,4120.18,16.9,4191.79,4067.18,4361.03,4339.67,11.99,4397.95,4308.72,4646.67,4618.17,12.92,4672.31,4566.15,4092.31,4070.98,17.71,4138.97,4026.15,4650.26,4614.06,14.4,4672.82,4567.18,4220.0,4199.64,13.81,4255.9,4147.69,4255.9,4229.29,15.01,4288.21,4170.26,4237.95,4199.73,18.34,4271.28,4125.13,4300.0,4276.87,15.09,4332.31,4216.41,4647.18,4603.12,25.54,4716.41,4490.77,4380.51,4358.07,31.88,4491.28,4236.41,0
4311.28,4298.14,32.38,4466.15,4198.97,4001.54,4007.2,27.22,4154.36,3913.33,4272.82,4261.66,16.22,4349.23,4197.44,4133.85,4120.18,16.9,4191.79,4067.18,4358.97,4339.67,11.99,4397.95,4308.72,4641.03,4618.17,12.92,4672.31,4566.15,4088.21,4070.98,17.71,4138.97,4026.15,4644.1,4614.06,14.4,4672.82,4567.18,4206.15,4199.64,13.81,4255.9,4147.69,4244.1,4229.29,15.01,4288.21,4170.26,4224.62,4199.73,18.34,4271.28,4125.13,4289.23,4276.87,15.09,4332.31,4216.41,4636.92,4603.12,25.54,4716.41,4490.77,4369.23,4358.07,31.88,4491.28,4236.41,0
4309.23,4298.14,32.38,4466.15,4198.97,4001.03,4007.2,27.22,4154.36,3913.33,4269.23,4261.66,16.22,4349.23,4197.44,4134.36,4120.18,16.9,4191.79,4067.18,4365.13,4339.67,11.99,4397.95,4308.72,4637.95,4618.17,12.92,4672.31,4566.15,4085.13,4070.98,17.71,4138.97,4026.15,4637.95,4614.06,14.4,4672.82,4567.18,4202.56,4199.64,13.81,4255.9,4147.69,4237.95,4229.29,15.01,4288.21,4170.26,4225.13,4199.73,18.34,4271.28,4125.13,4287.18,4276.87,15.09,4332.31,4216.41,4634.36,4603.12,25.54,4716.41,4490.77,4372.82,4358.07,31.88,4491.28,4236.41,0
